Entity ID,Entity Name,Plant ID,Plant Name,Google Map,Bing Map,Plant State,County,Balancing Authority Code,Sector,Generator ID,Unit Code,Nameplate Capacity (MW),Net Summer Capacity (MW),Net Winter Capacity (MW),Technology,Energy Source Code,Prime Mover Code,Operating Month,Operating Year,Planned Retirement Month,Planned Retirement Year,Status,Nameplate Energy Capacity (MWh),DC Net Capacity (MW),Planned Derate Year,Planned Derate Month,Planned Derate of Summer Capacity (MW),Planned Uprate Year,Planned Uprate Month,Planned Uprate of Summer Capacity (MW),Latitude,Longitude,Minimum Duration (hr),Heat Rate (MMBtu/MWh),Ramp Up Rate (MW/h),Ramp Down Rate (MW/h),Start Up Costs ($/MW),Shut Down Costs ($/MW),Minimum Capacity (MW),Start Up Rate (MW/h),Shut Down Rate (MW/h),Minimum Up Time (hr)
62775,"Central Rivers Power NH, LLC",2355,Ayers Island,Map,Map,NH,Grafton,ISNE,IPP Non-CHP,2,,2.8,2.8,3,Conventional Hydroelectric,WAT,HY,8,1925, , ,(OP) Operating, , , , , , , , ,43.597849,-71.71768,8,10418,1.12,1.12,11090,912,0.84,1.12,1.12,7
62775,"Central Rivers Power NH, LLC",2355,Ayers Island,Map,Map,NH,Grafton,ISNE,IPP Non-CHP,3,,2.8,2.8,3,Conventional Hydroelectric,WAT,HY,8,1925, , ,(OP) Operating, , , , , , , , ,43.597849,-71.71768,2,8461,1.12,1.12,11255,375,0.84,1.12,1.12,1
62775,"Central Rivers Power NH, LLC",2356,Eastman Falls,Map,Map,NH,Merrimack,ISNE,IPP Non-CHP,1,,1.8,1.8,1.8,Conventional Hydroelectric,WAT,HY,8,1937, , ,(OP) Operating, , , , , , , , ,43.447219,-71.6579,7,10347,0.72,0.72,6909,3345,0.54,0.72,0.72,2
62775,"Central Rivers Power NH, LLC",2356,Eastman Falls,Map,Map,NH,Merrimack,ISNE,IPP Non-CHP,2,,4.6,3.8,4.7,Conventional Hydroelectric,WAT,HY,11,1983, , ,(OP) Operating, , , , , , , , ,43.447219,-71.6579,8,9919,1.84,1.84,6730,17,1.38,1.84,1.84,4
62775,"Central Rivers Power NH, LLC",2357,Garvins Falls,Map,Map,NH,Merrimack,ISNE,IPP Non-CHP,1,,3.4,3.4,3.4,Conventional Hydroelectric,WAT,HY,12,1981, , ,(OP) Operating, , , , , , , , ,43.165524,-71.50944,10,11629,1.36,1.36,2905,387,1.02,1.36,1.36,2
62775,"Central Rivers Power NH, LLC",2357,Garvins Falls,Map,Map,NH,Merrimack,ISNE,IPP Non-CHP,2,,3.4,3.3,3.4,Conventional Hydroelectric,WAT,HY,12,1981, , ,(OP) Operating, , , , , , , , ,43.165524,-71.50944,1,8124,1.36,1.36,11378,1442,1.02,1.36,1.36,1
62775,"Central Rivers Power NH, LLC",2357,Garvins Falls,Map,Map,NH,Merrimack,ISNE,IPP Non-CHP,3,,2.4,2.4,2.4,Conventional Hydroelectric,WAT,HY,8,1925, , ,(OP) Operating, , , , , , , , ,43.165524,-71.50944,3,8678,0.96,0.96,5089,1345,0.72,0.96,0.96,1
62775,"Central Rivers Power NH, LLC",2357,Garvins Falls,Map,Map,NH,Merrimack,ISNE,IPP Non-CHP,4,,3.2,3.2,3.2,Conventional Hydroelectric,WAT,HY,8,1925, , ,(OP) Operating, , , , , , , , ,43.165524,-71.50944,3,11442,1.28,1.28,1362,2958,0.96,1.28,1.28,1
62775,"Central Rivers Power NH, LLC",2358,Gorham,Map,Map,NH,Coos,ISNE,IPP Non-CHP,1,,0.4,0.4,0.4,Conventional Hydroelectric,WAT,HY,8,1917, , ,(OP) Operating, , , , , , , , ,44.408278,-71.19535,7,8937,0.16,0.16,5872,3499,0.12,0.16,0.16,2
62775,"Central Rivers Power NH, LLC",2358,Gorham,Map,Map,NH,Coos,ISNE,IPP Non-CHP,2,,0.4,0.4,0.4,Conventional Hydroelectric,WAT,HY,8,1917, , ,(OP) Operating, , , , , , , , ,44.408278,-71.19535,5,10023,0.16,0.16,264,3583,0.12,0.16,0.16,7
62775,"Central Rivers Power NH, LLC",2358,Gorham,Map,Map,NH,Coos,ISNE,IPP Non-CHP,3,,0.7,0.6,0.6,Conventional Hydroelectric,WAT,HY,8,1923, , ,(OP) Operating, , , , , , , , ,44.408278,-71.19535,6,11473,0.28,0.28,5788,1922,0.21,0.28,0.28,7
62775,"Central Rivers Power NH, LLC",2358,Gorham,Map,Map,NH,Coos,ISNE,IPP Non-CHP,4,,0.7,0.6,0.6,Conventional Hydroelectric,WAT,HY,8,1923, , ,(OP) Operating, , , , , , , , ,44.408278,-71.19535,7,8263,0.28,0.28,6353,2293,0.21,0.28,0.28,6
62775,"Central Rivers Power NH, LLC",2359,Hooksett,Map,Map,NH,Merrimack,ISNE,IPP Non-CHP,1,,1.6,1.6,1.6,Conventional Hydroelectric,WAT,HY,8,1927, , ,(OP) Operating, , , , , , , , ,43.101699,-71.46566,3,9745,0.64,0.64,13757,2507,0.48,0.64,0.64,2
62775,"Central Rivers Power NH, LLC",2360,Jackman,Map,Map,NH,Hillsborough,ISNE,IPP Non-CHP,1,,3.2,3.6,3.4,Conventional Hydroelectric,WAT,HY,2,1926, , ,(OP) Operating, , , , , , , , ,43.11055,-71.94889,8,10194,1.28,1.28,4617,3915,0.96,1.28,1.28,7
62032,Granite Shore Power,2362,Lost Nation,Map,Map,NH,Coos,ISNE,IPP Non-CHP,GT1,,18,14,18.1,Petroleum Liquids,DFO,GT,9,1969, , ,(OP) Operating, , , , , , , , ,44.595117,-71.4944,2,8716,7.2,7.2,13169,201,5.4,7.2,7.2,6
62032,Granite Shore Power,2364,Merrimack,Map,Map,NH,Merrimack,ISNE,IPP Non-CHP,1,,113.6,108,108,Conventional Steam Coal,BIT,ST,12,1960, , ,(OP) Operating, , , , , , , , ,43.1411,-71.4692,5,8979,45.44,45.44,9911,2542,34.08,45.44,45.44,3
62032,Granite Shore Power,2364,Merrimack,Map,Map,NH,Merrimack,ISNE,IPP Non-CHP,2,,345.6,330.5,330,Conventional Steam Coal,BIT,ST,5,1968, , ,(OP) Operating, , , , , , , , ,43.1411,-71.4692,9,10421,138.24,138.24,13099,3569,103.68,138.24,138.24,6
62032,Granite Shore Power,2364,Merrimack,Map,Map,NH,Merrimack,ISNE,IPP Non-CHP,GT1,,18.6,16.8,21.7,Petroleum Liquids,JF,GT,8,1968, , ,(OP) Operating, , , , , , , , ,43.1411,-71.4692,2,8644,7.44,7.44,1463,3052,5.58,7.44,7.44,2
62032,Granite Shore Power,2364,Merrimack,Map,Map,NH,Merrimack,ISNE,IPP Non-CHP,GT2,,18.6,16.8,21.3,Petroleum Liquids,JF,GT,8,1969, , ,(OP) Operating, , , , , , , , ,43.1411,-71.4692,9,11133,7.44,7.44,12960,798,5.58,7.44,7.44,1
62032,Granite Shore Power,2367,Schiller,Map,Map,NH,Rockingham,ISNE,IPP Non-CHP,4,,50,47.5,48,Conventional Steam Coal,BIT,ST,10,1952, , ,(OS) Out of service and NOT expected to return to service in next calendar year, , , , , , , , ,43.0978,-70.7842,7,10023,20,20,962,2840,15,20,20,4
62032,Granite Shore Power,2367,Schiller,Map,Map,NH,Rockingham,ISNE,IPP Non-CHP,5,,50,43.1,42.6,Wood/Wood Waste Biomass,WDS,ST,5,1955, , ,(OS) Out of service and NOT expected to return to service in next calendar year, , , , , , , , ,43.0978,-70.7842,2,9601,20,20,7799,72,15,20,20,4
62032,Granite Shore Power,2367,Schiller,Map,Map,NH,Rockingham,ISNE,IPP Non-CHP,6,,50,47.9,48.6,Conventional Steam Coal,BIT,ST,7,1957, , ,(OS) Out of service and NOT expected to return to service in next calendar year, , , , , , , , ,43.0978,-70.7842,9,8530,20,20,2729,5,15,20,20,3
62032,Granite Shore Power,2367,Schiller,Map,Map,NH,Rockingham,ISNE,IPP Non-CHP,GT1,,21.2,17,18,Petroleum Liquids,JF,GT,11,1970, , ,(OP) Operating, , , , , , , , ,43.0978,-70.7842,10,10571,8.48,8.48,10526,1750,6.36,8.48,8.48,5
62775,"Central Rivers Power NH, LLC",2368,Smith (NH),Map,Map,NH,Coos,ISNE,IPP Non-CHP,1,,15,11.7,15.2,Conventional Hydroelectric,WAT,HY,8,1948, , ,(OP) Operating, , , , , , , , ,44.469463,-71.17806,8,10397,6,6,4675,2672,4.5,6,6,3
62032,Granite Shore Power,2369,White Lake,Map,Map,NH,Carroll,ISNE,IPP Non-CHP,GT1,,18.6,17.5,22.4,Petroleum Liquids,JF,GT,7,1968, , ,(OP) Operating, , , , , , , , ,43.8478,-71.2069,9,9571,7.44,7.44,1782,3060,5.58,7.44,7.44,5
63350,"Manchester Street, LLC.",3236,Manchester Street,Map,Map,RI,Providence,ISNE,IPP Non-CHP,G10A,321,125,110.1,115.6,Natural Gas Fired Combined Cycle,NG,CT,11,1995, , ,(OP) Operating, , , , , , , , ,41.8167,-71.4042,5,10304,50,50,12015,2953,37.5,50,50,7
63350,"Manchester Street, LLC.",3236,Manchester Street,Map,Map,RI,Providence,ISNE,IPP Non-CHP,G11A,322,125,110.2,115.6,Natural Gas Fired Combined Cycle,NG,CT,9,1995, , ,(OP) Operating, , , , , , , , ,41.8167,-71.4042,9,9965,50,50,14720,839,37.5,50,50,7
63350,"Manchester Street, LLC.",3236,Manchester Street,Map,Map,RI,Providence,ISNE,IPP Non-CHP,GE10,321,48,46.9,54.4,Natural Gas Fired Combined Cycle,NG,CA,11,1995, , ,(OP) Operating, , , , , , , , ,41.8167,-71.4042,10,11159,19.2,19.2,11202,1763,14.4,19.2,19.2,2
63350,"Manchester Street, LLC.",3236,Manchester Street,Map,Map,RI,Providence,ISNE,IPP Non-CHP,GE11,322,46,46.8,54.4,Natural Gas Fired Combined Cycle,NG,CA,9,1995, , ,(OP) Operating, , , , , , , , ,41.8167,-71.4042,4,8144,18.4,18.4,3901,2569,13.8,18.4,18.4,2
63350,"Manchester Street, LLC.",3236,Manchester Street,Map,Map,RI,Providence,ISNE,IPP Non-CHP,GE9A,323,125,110.1,115.6,Natural Gas Fired Combined Cycle,NG,CT,11,1995, , ,(OP) Operating, , , , , , , , ,41.8167,-71.4042,10,9016,50,50,2500,1123,37.5,50,50,8
63350,"Manchester Street, LLC.",3236,Manchester Street,Map,Map,RI,Providence,ISNE,IPP Non-CHP,GEN9,323,46,46.9,54.5,Natural Gas Fired Combined Cycle,NG,CA,11,1995, , ,(OP) Operating, , , , , , , , ,41.8167,-71.4042,1,8207,18.4,18.4,8764,427,13.8,18.4,18.4,7
7601,Green Mountain Power Corp,3708,Ascutney,Map,Map,VT,Windsor,ISNE,Electric Utility,GT4,,13.2,9,13.4,Petroleum Liquids,DFO,GT,8,1961, , ,(OP) Operating, , , , , , , , ,43.4011,-72.4203,8,10761,5.28,5.28,2884,1101,3.96,5.28,5.28,5
7601,Green Mountain Power Corp,3709,Smith (VT),Map,Map,VT,Orange,ISNE,Electric Utility,1,,1,0.7,0.9,Conventional Hydroelectric,WAT,HY,12,1982, , ,(OP) Operating, , , , , , , , ,43.9921,-72.1282,6,10117,0.4,0.4,8707,3336,0.3,0.4,0.4,2
7601,Green Mountain Power Corp,3709,Smith (VT),Map,Map,VT,Orange,ISNE,Electric Utility,HC2,,0.5,0.2,0.4,Conventional Hydroelectric,WAT,HY,12,1982, , ,(OP) Operating, , , , , , , , ,43.9921,-72.1282,9,11450,0.2,0.2,13134,3473,0.15,0.2,0.2,7
7601,Green Mountain Power Corp,3710,Cavendish,Map,Map,VT,Windsor,ISNE,Electric Utility,1,,0.6,0.4,0.5,Conventional Hydroelectric,WAT,HY,2,1907, , ,(OP) Operating, , , , , , , , ,43.381225,-72.59824,3,9013,0.24,0.24,9979,2472,0.18,0.24,0.24,8
7601,Green Mountain Power Corp,3710,Cavendish,Map,Map,VT,Windsor,ISNE,Electric Utility,2,,0.6,0.4,0.5,Conventional Hydroelectric,WAT,HY,2,1907, , ,(OP) Operating, , , , , , , , ,43.381225,-72.59824,5,9274,0.24,0.24,4573,511,0.18,0.24,0.24,3
7601,Green Mountain Power Corp,3710,Cavendish,Map,Map,VT,Windsor,ISNE,Electric Utility,3,,0.5,0.3,0.4,Conventional Hydroelectric,WAT,HY,2,1907, , ,(OP) Operating, , , , , , , , ,43.381225,-72.59824,5,8212,0.2,0.2,8497,860,0.15,0.2,0.2,1
7601,Green Mountain Power Corp,3711,Clark Falls,Map,Map,VT,Chittenden,ISNE,Electric Utility,1,,3,3,3,Conventional Hydroelectric,WAT,HY,2,1937, , ,(OP) Operating, , , , , , , , ,44.6356,-73.12,10,8197,1.2,1.2,12160,3377,0.9,1.2,1.2,5
7601,Green Mountain Power Corp,3712,Fairfax Falls,Map,Map,VT,Franklin,ISNE,Electric Utility,1,,1.4,1.4,1.4,Conventional Hydroelectric,WAT,HY,2,1919, , ,(OP) Operating, , , , , , , , ,44.6534,-72.9961,10,9326,0.56,0.56,7795,2701,0.42,0.56,0.56,7
7601,Green Mountain Power Corp,3712,Fairfax Falls,Map,Map,VT,Franklin,ISNE,Electric Utility,2,,2.1,2,2,Conventional Hydroelectric,WAT,HY,2,1919, , ,(OP) Operating, , , , , , , , ,44.6534,-72.9961,8,10781,0.84,0.84,4071,3566,0.63,0.84,0.84,4
7601,Green Mountain Power Corp,3714,Glen,Map,Map,VT,Rutland,ISNE,Electric Utility,1,,1,1,1,Conventional Hydroelectric,WAT,HY,8,1920, , ,(OP) Operating, , , , , , , , ,43.6367,-72.976,7,10964,0.4,0.4,6540,1859,0.3,0.4,0.4,6
7601,Green Mountain Power Corp,3714,Glen,Map,Map,VT,Rutland,ISNE,Electric Utility,2,,1,1,1,Conventional Hydroelectric,WAT,HY,8,1920, , ,(OP) Operating, , , , , , , , ,43.6367,-72.976,3,11271,0.4,0.4,8176,1649,0.3,0.4,0.4,3
7601,Green Mountain Power Corp,3716,Lower Middlebury,Map,Map,VT,Addison,ISNE,Electric Utility,1,,0.8,0.6,0.6,Conventional Hydroelectric,WAT,HY,8,1917, , ,(OP) Operating, , , , , , , , ,44.0249,-73.1768,4,8200,0.32,0.32,6472,669,0.24,0.32,0.32,4
7601,Green Mountain Power Corp,3716,Lower Middlebury,Map,Map,VT,Addison,ISNE,Electric Utility,2,,0.8,0.6,0.6,Conventional Hydroelectric,WAT,HY,8,1917, , ,(OP) Operating, , , , , , , , ,44.0249,-73.1768,8,10283,0.32,0.32,9747,1035,0.24,0.32,0.32,4
7601,Green Mountain Power Corp,3716,Lower Middlebury,Map,Map,VT,Addison,ISNE,Electric Utility,3,,0.8,0.8,0.8,Conventional Hydroelectric,WAT,HY,8,1917, , ,(OP) Operating, , , , , , , , ,44.0249,-73.1768,4,10978,0.32,0.32,7053,3722,0.24,0.32,0.32,2
7601,Green Mountain Power Corp,3717,Milton,Map,Map,VT,Chittenden,ISNE,Electric Utility,1,,3.7,3.5,3.5,Conventional Hydroelectric,WAT,HY,2,1929, , ,(OP) Operating, , , , , , , , ,44.641433,-73.11336,5,10255,1.48,1.48,4881,527,1.11,1.48,1.48,2
7601,Green Mountain Power Corp,3717,Milton,Map,Map,VT,Chittenden,ISNE,Electric Utility,2,,3.7,3.5,3.5,Conventional Hydroelectric,WAT,HY,8,1929, , ,(OP) Operating, , , , , , , , ,44.641433,-73.11336,9,9075,1.48,1.48,14540,3757,1.11,1.48,1.48,6
7601,Green Mountain Power Corp,3720,Peterson,Map,Map,VT,Chittenden,ISNE,Electric Utility,1,,6.3,5.8,6.3,Conventional Hydroelectric,WAT,HY,2,1948, , ,(OP) Operating, , , , , , , , ,44.6381,-73.1625,5,10918,2.52,2.52,12034,2278,1.89,2.52,2.52,3
7601,Green Mountain Power Corp,3722,Pittsford,Map,Map,VT,Rutland,ISNE,Electric Utility,1,,1.3,1.3,1.4,Conventional Hydroelectric,WAT,HY,2,1914, , ,(OP) Operating, , , , , , , , ,43.694,-72.955,8,8801,0.52,0.52,8723,3423,0.39,0.52,0.52,5
7601,Green Mountain Power Corp,3722,Pittsford,Map,Map,VT,Rutland,ISNE,Electric Utility,2,,1.3,1.3,1.4,Conventional Hydroelectric,WAT,HY,2,1914, , ,(OP) Operating, , , , , , , , ,43.694,-72.955,8,8108,0.52,0.52,13862,447,0.39,0.52,0.52,8
7601,Green Mountain Power Corp,3722,Pittsford,Map,Map,VT,Rutland,ISNE,Electric Utility,3,,1,0.6,0.6,Conventional Hydroelectric,WAT,HY,2,1914, , ,(OP) Operating, , , , , , , , ,43.694,-72.955,3,11252,0.4,0.4,13845,3701,0.3,0.4,0.4,5
7601,Green Mountain Power Corp,3723,Rutland,Map,Map,VT,Rutland,ISNE,Electric Utility,GT5,,13.2,8.4,12.8,Petroleum Liquids,DFO,IC,12,1962,12,2024,(OP) Operating, , , , , , , , ,43.603,-72.9923,8,9013,5.28,5.28,11012,2477,3.96,5.28,5.28,7
7601,Green Mountain Power Corp,3724,Salisbury,Map,Map,VT,Addison,ISNE,Electric Utility,1,,1.3,1.2,1.2,Conventional Hydroelectric,WAT,HY,2,1917, , ,(OP) Operating, , , , , , , , ,43.8954,-73.1007,2,9457,0.52,0.52,9517,3498,0.39,0.52,0.52,3
7601,Green Mountain Power Corp,3725,Silver Lake (VT),Map,Map,VT,Addison,ISNE,Electric Utility,1,,2.2,2.2,2.2,Conventional Hydroelectric,WAT,HY,2,1917, , ,(OP) Operating, , , , , , , , ,43.898584,-73.05313,1,11160,0.88,0.88,9991,836,0.66,0.88,0.88,1
7601,Green Mountain Power Corp,3728,Weybridge,Map,Map,VT,Addison,ISNE,Electric Utility,1,,3,3.4,3.4,Conventional Hydroelectric,WAT,HY,2,1951, , ,(OP) Operating, , , , , , , , ,44.0661,-73.2158,2,10174,1.2,1.2,2583,1612,0.9,1.2,1.2,3
49852,Great Bay Hydro Corp,3731,Newport,Map,Map,VT,Orleans,ISNE,IPP Non-CHP,1,,1.7,1.7,1.7,Conventional Hydroelectric,WAT,HY,1,1940, , ,(OP) Operating, , , , , , , , ,44.937579,-72.17997,2,9968,0.68,0.68,5876,3872,0.51,0.68,0.68,4
49852,Great Bay Hydro Corp,3731,Newport,Map,Map,VT,Orleans,ISNE,IPP Non-CHP,2,,1.7,1.7,1.7,Conventional Hydroelectric,WAT,HY,1,1944, , ,(OP) Operating, , , , , , , , ,44.937579,-72.17997,3,11296,0.68,0.68,6425,3475,0.51,0.68,0.68,5
49852,Great Bay Hydro Corp,3731,Newport,Map,Map,VT,Orleans,ISNE,IPP Non-CHP,3,,0.6,0.6,0.6,Conventional Hydroelectric,WAT,HY,1,1936, , ,(OP) Operating, , , , , , , , ,44.937579,-72.17997,5,9780,0.24,0.24,471,2244,0.18,0.24,0.24,5
7601,Green Mountain Power Corp,3734,Berlin 5,Map,Map,VT,Washington,ISNE,Electric Utility,GT1,,41.8,35,45.7,Petroleum Liquids,KER,GT,6,1972, , ,(OP) Operating, , , , , , , , ,44.251,-72.6027,4,8262,16.72,16.72,7863,3060,12.54,16.72,16.72,6
7601,Green Mountain Power Corp,3735,Colchester 16,Map,Map,VT,Chittenden,ISNE,Electric Utility,GT1,,18,8.7,13.9,Petroleum Liquids,DFO,GT,10,1965, , ,(OP) Operating, , , , , , , , ,44.4906,-73.1703,5,8684,7.2,7.2,8872,612,5.4,7.2,7.2,7
7601,Green Mountain Power Corp,3737,Essex Junction 19,Map,Map,VT,Chittenden,ISNE,Electric Utility,H1,,1.8,1.8,1.8,Conventional Hydroelectric,WAT,HY,1,1917, , ,(OP) Operating, , , , , , , , ,44.4821,-73.1164,7,8981,0.72,0.72,5206,2689,0.54,0.72,0.72,4
7601,Green Mountain Power Corp,3737,Essex Junction 19,Map,Map,VT,Chittenden,ISNE,Electric Utility,H2,,1.8,1.8,1.8,Conventional Hydroelectric,WAT,HY,1,1917, , ,(OP) Operating, , , , , , , , ,44.4821,-73.1164,2,11433,0.72,0.72,8378,2779,0.54,0.72,0.72,2
7601,Green Mountain Power Corp,3737,Essex Junction 19,Map,Map,VT,Chittenden,ISNE,Electric Utility,H3,,1.8,1.8,1.8,Conventional Hydroelectric,WAT,HY,1,1917, , ,(OP) Operating, , , , , , , , ,44.4821,-73.1164,9,10489,0.72,0.72,11927,800,0.54,0.72,0.72,1
7601,Green Mountain Power Corp,3737,Essex Junction 19,Map,Map,VT,Chittenden,ISNE,Electric Utility,H4,,1.8,1.8,1.8,Conventional Hydroelectric,WAT,HY,1,1917, , ,(OP) Operating, , , , , , , , ,44.4821,-73.1164,10,8944,0.72,0.72,12183,163,0.54,0.72,0.72,8
7601,Green Mountain Power Corp,3737,Essex Junction 19,Map,Map,VT,Chittenden,ISNE,Electric Utility,H9,,0.8,0.8,0.8,Conventional Hydroelectric,WAT,HY,3,2008, , ,(OP) Operating, , , , , , , , ,44.4821,-73.1164,9,11833,0.32,0.32,8433,612,0.24,0.32,0.32,8
7601,Green Mountain Power Corp,3737,Essex Junction 19,Map,Map,VT,Chittenden,ISNE,Electric Utility,IC-5,,2,1.8,1.8,Petroleum Liquids,DFO,IC,10,2007, , ,(OP) Operating, , , , , , , , ,44.4821,-73.1164,9,9582,0.8,0.8,14705,2716,0.6,0.8,0.8,5
7601,Green Mountain Power Corp,3737,Essex Junction 19,Map,Map,VT,Chittenden,ISNE,Electric Utility,IC-6,,2,1.8,1.8,Petroleum Liquids,DFO,IC,10,2007, , ,(OP) Operating, , , , , , , , ,44.4821,-73.1164,5,9336,0.8,0.8,5521,2642,0.6,0.8,0.8,1
7601,Green Mountain Power Corp,3737,Essex Junction 19,Map,Map,VT,Chittenden,ISNE,Electric Utility,IC-7,,2,1.8,1.8,Petroleum Liquids,DFO,IC,10,2007, , ,(OP) Operating, , , , , , , , ,44.4821,-73.1164,9,11035,0.8,0.8,809,995,0.6,0.8,0.8,4
7601,Green Mountain Power Corp,3737,Essex Junction 19,Map,Map,VT,Chittenden,ISNE,Electric Utility,IC-8,,2,1.8,1.8,Petroleum Liquids,DFO,IC,10,2007, , ,(OP) Operating, , , , , , , , ,44.4821,-73.1164,7,9759,0.8,0.8,2312,2243,0.6,0.8,0.8,6
7601,Green Mountain Power Corp,3739,Marshfield 6,Map,Map,VT,Washington,ISNE,Electric Utility,1,,5,5,5,Conventional Hydroelectric,WAT,HY,1,1927, , ,(OP) Operating, , , , , , , , ,44.3606,-72.3356,3,10536,2,2,5281,136,1.5,2,2,3
7601,Green Mountain Power Corp,3740,Middlesex 2,Map,Map,VT,Washington,ISNE,Electric Utility,1,,1.6,1.6,1.6,Conventional Hydroelectric,WAT,HY,1,1928, , ,(OP) Operating, , , , , , , , ,44.292391,-72.6824,9,11949,0.64,0.64,14386,1855,0.48,0.64,0.64,3
7601,Green Mountain Power Corp,3740,Middlesex 2,Map,Map,VT,Washington,ISNE,Electric Utility,2,,1.6,1.6,1.6,Conventional Hydroelectric,WAT,HY,1,1928, , ,(OP) Operating, , , , , , , , ,44.292391,-72.6824,1,11844,0.64,0.64,8904,902,0.48,0.64,0.64,2
7601,Green Mountain Power Corp,3743,West Danville 15,Map,Map,VT,Caledonia,ISNE,Electric Utility,1,,1,1,1,Conventional Hydroelectric,WAT,HY,1,1917, , ,(OP) Operating, , , , , , , , ,44.4056,-72.1881,2,9475,0.4,0.4,7406,1525,0.3,0.4,0.4,7
61122,"Great River Hydro, LLC",3745,Bellows Falls,Map,Map,VT,Windham,ISNE,IPP Non-CHP,GEN1,,13.6,15.7,15.7,Conventional Hydroelectric,WAT,HY,3,1928, , ,(OP) Operating, , , , , , , , ,43.1375,-72.4464,6,10013,5.44,5.44,13869,1714,4.08,5.44,5.44,4
61122,"Great River Hydro, LLC",3745,Bellows Falls,Map,Map,VT,Windham,ISNE,IPP Non-CHP,GEN2,,13.6,15.7,15.7,Conventional Hydroelectric,WAT,HY,3,1928, , ,(OP) Operating, , , , , , , , ,43.1375,-72.4464,10,9374,5.44,5.44,13919,3755,4.08,5.44,5.44,4
61122,"Great River Hydro, LLC",3745,Bellows Falls,Map,Map,VT,Windham,ISNE,IPP Non-CHP,GEN3,,13.6,15.7,15.7,Conventional Hydroelectric,WAT,HY,4,1928, , ,(OP) Operating, , , , , , , , ,43.1375,-72.4464,6,9729,5.44,5.44,3115,3852,4.08,5.44,5.44,8
61122,"Great River Hydro, LLC",3746,Harriman,Map,Map,VT,Windham,ISNE,IPP Non-CHP,GEN1,,11.2,13.6,12.8,Conventional Hydroelectric,WAT,HY,5,1924, , ,(OP) Operating, , , , , , , , ,42.7936,-72.9144,2,10632,4.48,4.48,2182,1456,3.36,4.48,4.48,8
61122,"Great River Hydro, LLC",3746,Harriman,Map,Map,VT,Windham,ISNE,IPP Non-CHP,GEN2,,11.2,13.6,12.8,Conventional Hydroelectric,WAT,HY,6,1924, , ,(OP) Operating, , , , , , , , ,42.7936,-72.9144,3,9747,4.48,4.48,9712,2559,3.36,4.48,4.48,2
61122,"Great River Hydro, LLC",3746,Harriman,Map,Map,VT,Windham,ISNE,IPP Non-CHP,GEN3,,11.2,13.6,12.8,Conventional Hydroelectric,WAT,HY,11,1924, , ,(OP) Operating, , , , , , , , ,42.7936,-72.9144,8,8412,4.48,4.48,6823,814,3.36,4.48,4.48,1
62775,"Central Rivers Power NH, LLC",3750,Canaan,Map,Map,VT,Essex,ISNE,IPP Non-CHP,1,,1.1,1.1,1.1,Conventional Hydroelectric,WAT,HY,8,1927, , ,(OP) Operating, , , , , , , , ,44.999274,-71.53016,4,9284,0.44,0.44,14819,564,0.33,0.44,0.44,1
1299,"Barton Village, Inc",3753,West Charleston,Map,Map,VT,Orleans,ISNE,Electric Utility,1,,0.7,0.7,0.7,Conventional Hydroelectric,WAT,HY,7,1931, , ,(OP) Operating, , , , , , , , ,44.887379,-72.05536,7,10464,0.28,0.28,196,3338,0.21,0.28,0.28,3
1299,"Barton Village, Inc",3753,West Charleston,Map,Map,VT,Orleans,ISNE,Electric Utility,2,,0.7,0.6,0.6,Conventional Hydroelectric,WAT,HY,10,1948, , ,(OP) Operating, , , , , , , , ,44.887379,-72.05536,7,8182,0.28,0.28,8548,372,0.21,0.28,0.28,8
2548,City of Burlington Electric - (VT),3754,Burlington GT,Map,Map,VT,Chittenden,ISNE,Electric Utility,GT1,,25.5,19.7,23.4,Petroleum Liquids,DFO,GT,9,1971, , ,(OP) Operating, , , , , , , , ,44.4814,-73.2239,8,10982,10.2,10.2,10286,3324,7.65,10.2,10.2,7
11359,The Town of Lyndon Electric Department,3762,Great Falls (VT),Map,Map,VT,Caledonia,ISNE,Electric Utility,1,,0.3,0.3,0.3,Conventional Hydroelectric,WAT,HY,8,1915, , ,(OP) Operating, , , , , , , , ,44.500222,-71.99892,6,11067,0.12,0.12,2620,2628,0.09,0.12,0.12,5
11359,The Town of Lyndon Electric Department,3762,Great Falls (VT),Map,Map,VT,Caledonia,ISNE,Electric Utility,2,,0.3,0.3,0.3,Conventional Hydroelectric,WAT,HY,8,1915, , ,(OP) Operating, , , , , , , , ,44.500222,-71.99892,9,9246,0.12,0.12,9308,852,0.09,0.12,0.12,1
11359,The Town of Lyndon Electric Department,3762,Great Falls (VT),Map,Map,VT,Caledonia,ISNE,Electric Utility,3,,1.3,1.3,1.3,Conventional Hydroelectric,WAT,HY,2,1979, , ,(OP) Operating, , , , , , , , ,44.500222,-71.99892,5,9246,0.52,0.52,6397,1153,0.39,0.52,0.52,4
12989,Village of Morrisville - (VT),3764,Morrisville,Map,Map,VT,Lamoille,ISNE,Electric Utility,1,,0.6,0.5,0.6,Conventional Hydroelectric,WAT,HY,8,1924, , ,(OP) Operating, , , , , , , , ,44.561831,-72.60237,3,9363,0.24,0.24,6708,3109,0.18,0.24,0.24,2
