Time id,Generator Name,Generator Id,Dispatched Energy,Unit Status,Ramp Down Rate (MW/h),Ramp Up Rate (MW/h),Max Capacity,Minimum Capacity,Demand
0,Essex Junction 19,IC-5,0.8,1.0,0.8,0.8,2.0,0.6,24435
0,Essex Junction 19,IC-6,2.0,1.0,0.8,0.8,2.0,0.6,24435
0,Essex Junction 19,IC-7,0.8,1.0,0.8,0.8,2.0,0.6,24435
0,Essex Junction 19,IC-8,0.8,1.0,0.8,0.8,2.0,0.6,24435
0,Marshfield 6,1,5.0,1.0,2.0,2.0,5.0,1.5,24435
0,Middlesex 2,1,1.6,1.0,0.64,0.64,1.6,0.48,24435
0,Middlesex 2,2,1.6,1.0,0.64,0.64,1.6,0.48,24435
0,West Danville 15,1,1.0,1.0,0.4,0.4,1.0,0.3,24435
0,Bellows Falls,GEN1,13.6,1.0,5.44,5.44,13.6,4.08,24435
0,Bellows Falls,GEN2,13.6,1.0,5.44,5.44,13.6,4.08,24435
0,Bellows Falls,GEN3,13.6,1.0,5.44,5.44,13.6,4.08,24435
0,Harriman,GEN1,11.2,1.0,4.48,4.48,11.2,3.36,24435
0,Harriman,GEN2,11.2,1.0,4.48,4.48,11.2,3.36,24435
0,Harriman,GEN3,11.2,1.0,4.48,4.48,11.2,3.36,24435
0,Canaan,1,1.1,1.0,0.44,0.44,1.1,0.33,24435
0,West Charleston,1,0.7,1.0,0.28,0.28,0.7,0.21,24435
0,West Charleston,2,0.7,1.0,0.28,0.28,0.7,0.21,24435
0,Burlington GT,GT1,10.200000000000001,1.0,10.2,10.2,25.5,7.65,24435
0,Great Falls (VT),1,0.3,1.0,0.12,0.12,0.3,0.09,24435
0,Great Falls (VT),2,0.3,1.0,0.12,0.12,0.3,0.09,24435
0,Great Falls (VT),3,1.3,1.0,0.52,0.52,1.3,0.39,24435
0,Morrisville,1,0.6,1.0,0.24,0.24,0.6,0.18,24435
0,Morrisville,2,1.2,1.0,0.48,0.48,1.2,0.36,24435
0,Cadys Falls,1,0.8,1.0,0.32,0.32,0.8,0.24,24435
0,Cadys Falls,2,0.8,1.0,0.32,0.32,0.8,0.24,24435
0,Sherman,GEN1,7.2,1.0,2.88,2.88,7.2,2.16,24435
0,Deerfield 2,GEN1,1.6,1.0,0.64,0.64,1.6,0.48,24435
0,Deerfield 2,GEN2,1.6,1.0,0.64,0.64,1.6,0.48,24435
0,Deerfield 2,GEN3,1.6,1.0,0.64,0.64,1.6,0.48,24435
0,West Tisbury Generating Facility,UN1,0.0,0.0,1.08,1.08,2.7,0.81,24435
0,West Tisbury Generating Facility,UN2,2.7,1.0,1.08,1.08,2.7,0.81,24435
0,Stony Brook,1,85.0,1.0,34.0,34.0,85.0,25.5,24435
0,Stony Brook,2,68.0,1.0,34.0,34.0,85.0,25.5,24435
0,Stony Brook,5051S,6.9,1.0,2.76,2.76,6.9,2.07,24435
0,Stony Brook,BS#1,0.8,1.0,0.8,0.8,2.0,0.6,24435
0,Stony Brook,BS#2,0.8,1.0,0.8,0.8,2.0,0.6,24435
0,Stony Brook,CA1,105.0,1.0,42.0,42.0,105.0,31.5,24435
0,Stony Brook,CT1,85.0,1.0,34.0,34.0,85.0,25.5,24435
0,Stony Brook,CT2,85.0,1.0,34.0,34.0,85.0,25.5,24435
0,Stony Brook,CT3,34.0,1.0,34.0,34.0,85.0,25.5,24435
0,Stony Brook,EDSI,0.6,1.0,0.24,0.24,0.6,0.18,24435
0,Deerfield 3,GEN1,1.6,1.0,0.64,0.64,1.6,0.48,24435
0,Deerfield 3,GEN2,1.6,1.0,0.64,0.64,1.6,0.48,24435
